岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
AI创新产品部_NLP算法工程师(J67981),北京·海淀区·马连洼,20-40K·16薪,1-3年,本科,"计算机相关专业
自然语言处理项目经验
对话系统
文本生成
知识图谱
深度学习
SQL
NLP
文本翻译",百度,互联网,10000人以上,"工作职责:
-面向真实业务对自然语言处理或机器学习的需求，解决大模型技术落地中的关键问题
-结合业界领先的技术特点，参与研发业务可用的高效、低成本的技术产品，实现前沿技术的创新落地
-沉淀业务支持的策略、工具和产品，支撑广泛业务应用
-支持公司各业务线对技术产品的使用需求和项目研发
任职资格:
-1年以上自然语言理解、人工智能等相关领域工作经验
-熟练掌握C/C++和Python，对数据结构和算法有深入理解和研究
-有机器学习或NLP相关技术背景，熟悉至少一种深度学习算法框架
-具有较好的团队沟通合作能力、理解能力，有责任心和自驱力
-有大模型相关项目和研究背景优先",更新于：2024-02-23
AI算法工程师,北京,20-40K·14薪,1-3年,本科,算法,某互联网公司,互联网,0-20人,"1.参与图像生成式Al在内容创作方面的算法研发和落地工作，包括但不限于如下方向:文字到图片视频生成、图片视频风格化等。
2.负责算法的业务落地，结合业务反馈优化算法精度和性能，不断提升相关指标。
3.对前沿技术进行探索，保证技术在行业的领先水平，突破技术边界。
任职要求：
1.具备计算机视觉和机器学习相关方向的项目经验，本科生+2年从业经验或优秀硕士、博士毕业生。
2.对以下一项或多项领域有深入了解，包括:diffusion模型、GAN网络、多模态学习、图像生成等。
3.有较强的动手实验能力，能够熟练使用pvtorch等深度学习框架，对生成式AI算法有深刻理解。
4.有较强的编程能力，熟练使用C/C++、Python等至少一门编程语言。
5.具备算法研发能力，有相关的研究和产品落地经历者优先。",更新于：2024-02-24
ai病理阅片算法工程师,北京·大兴区·天宫院,20-40K,1-3年,硕士,"语音/图像识别
生物医疗
Python
C/C++
计算机相关专业
机器学习算法/工程化经验
深度学习经验",华伊,医疗器械,,"ai病理阅片算法工程师
1.负责AI研发部门的管理工作，包括部门人才培养、技术研发、算法质量评估体系的建设、产品项目开发方面的战略制定与计划执行等工作。
2.探索前沿模型，针对不同业务场景，制定合适的算法和策略，不断优化效果和性能。
3.独立完成宫颈液基细胞学AI辅助诊断项目的算法研究及工程实现工作
4.带领算法团队，进行胸腹水、甲状腺、支气管、免疫组化等病理人工智能辅助诊断项目的开发。
Python
视觉图像算法
深度学习算法",更新于：2024-02-23
央企—人工智能算法岗,北京,20-35K,3-5年,硕士,"C/C++
Python",某知名通信公司,通信/网络设备,,"1.负责数据预处理、深度学习的算法研究和模型开发；
2.负责或参与各类核心人工智能模块、系统的设计和开发；
3.负责系统分析与设计，完成核心代码；
4.独立完成模块的设计、编码、测试以及相关文档。",更新于：2024-02-25
人工智能机器学习算法开发工程师,北京·海淀区·上地,100-120元/时,经验不限,本科,"深度学习
大模型算法
强化学习
数据挖掘
语音算法
图像算法
Scala
大数据处理工具(Spark/Hadoop/Hive)",成都灵动魔米软件开发,物联网,,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-03-20
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-02-24
大模型算法工程师-AI/海外教育,北京·海淀区·苏州桥,30-50K·15薪,1-3年,本科,"大模型算法
机器学习
深度学习
自然语言处理算法
融合感知算法
Python
参加算法相关竞赛/获奖
发表算法相关优秀论文
多模态
AI
PyTorch",北京字节跳动,移动互联网,10000人以上,"职位描述
1、负责Gauthmath的大模型算法工作，研究相关技术在各种学习场景的应用和解决方案，满足全球学生群体日益增长的智能交互需求，全面提升学习体验；
2、探索Prompt Engineering、COT等技巧，基于LLM设计解题Agent，提高数学解题能力；
3、追踪业界LLM、多模态最新技术，探索提升文本解题、图形解题的方法；
4、发挥想象力，探索LLM在更多学习场景的落地。
职位要求
1、优秀的代码能力、数据结构和基础算法功底，熟练Python/PyTorch，ACM/ICPC、NOI/IOI等比赛获奖者优先；
2、对解决探索性问题充满热情，有良好的沟通协作能力，具备精英级别的动手能力和自驱力；
3、有LLM、数学解题相关研究的优先。",更新于：2024-02-24
ai算法工程师,北京·丰台区·右安门,20-40K,1-3年,学历不限,"大模型算法
深度学习
机器学习
图像算法
Python
算法工程化经验",北京陆海新越智联科技,计算机软件,20-99人,"1、基于实际应用场景开发图片识别、目标检测、视觉定位、图像数据分析等算法；
2、负责图片处理与识别系统的研发，包括图像处理、图像识别算法的设计、验证；
3、基于算法的开发进行模块化测试与部署；
4、跟进行业内与视觉相关的最近研究，对应用模型进行精度调优和性能提升；
5、有图像识别经验，比如识别人、安全帽、安全服等 ，会深度学习算法。
任职要求：
1、计算机、电子、自动化、图像处理、模式识别等相关专业优先；
2、有较强的编程能力和素养，精通C/C++、python、java其中一种开发语言，算法编写；
3、熟悉OpenCV/Halcon，熟悉主流的模式识别与计算机视觉算法，熟悉TensorFlow、Pytorch、Caffe和Yolov5等一种或多种深度学习框架，了解卷积神经网络结构及其原理；
4、熟悉计算机视觉、机器学习相关基础算法和模型的研发，熟悉常用的图像处理等算法，能够对样本数据进行回归、整理、清洗、分析；
5、熟悉英伟达相关硬件和软件组件的应用和调试等工作；
6、有图像识别、视觉定位、目标检测、人脸识别等深度学习的项目经验者优先；
7、具备较强的解决问题能力、沟通能力、团队合作精神以及执行力。",更新于：2024-02-25
算法工程师（AIGC方向）,北京·朝阳区·朝外,20-35K,1-3年,本科,"业务导向
智能营销/广告
大模型算法
机器学习
强化学习
搜索算法
图像算法
优秀开源项目经历
大数据处理框架(Spark/Hadoop/Hive)",居言(高熙国际),电子商务,100-499人,"岗位职责：
1，基于公司内部新媒体营销大数据，建立与优化营销系统的数据训练集与特征工程。
2，对产品智能算法模块进行相关算法设计、实现与模型训练。
3，对人工智能技术在新媒体营销行业的产品与算法应用进行持续优化。
岗位要求：
1，计算机相关专业本科及以上学历；
2，扎实的编程基础，至少精通一种编程语言，如python、C++等；熟悉pytorch等深度学习框架；
3，熟悉深度学习以及常用机器学习算法，能熟练运用相关算法解决有挑战性的问题；
4，搭建过小红书、抖音平台的算法项目的优先；
5，对人工智能领域相关技术有热情；
6，有新媒体营销领域人工智能相关工作经验者优先。",更新于：2024-02-23
AI 算法工程师,北京·朝阳区·酒仙桥,20-35K,1-3年,本科,"机器学习
大模型算法
图像算法
C/C++
分布式训练
MATLAB
算法工程化经验",MOREVFX,广播/影视,100-499人,"- 学习研究最新人工智能技术的应用方案，紧密关注人工智能技术发展的最新动向。
- 学习研究人工智能技术的演示示例和官方论文文献。
- 通过文献及论坛交流，学习掌握不同数据模型的差异，为应用实践提供理论支持。
- 根据测试应用的需求，利用多种编程语言，快速搭建和开发有效的测试平台和测试工具。
- 处理人工智能软件或平台与DCC平台的接口连接。
- 配合团队其他成员测试人工智能的技术应用，在应用过程中提供技术支持和帮助。
- 遇到问题时积极在相关技术交流论坛交流询问，与更广泛的研究社区和平台保持联系。
- 遇到问题时与公司内部的TA、IT、TD开展紧密合作，寻找解决方案。
- 辅助部门负责人，向制作部主管及公司领导汇报研究进度和测试结果。
- 根据制作部门需求，推动和参与技术落地到项目生产制作中。
- 通过大量测试学习以及总结归纳，对已有模型进行编辑或扩充，通过神经元网络训练，尝试建立公司特定计算模型的应用。",更新于：2024-02-25
初级AI算法工程师,北京·西城区·宣武门,12-16K,1-3年,本科,"深度学习
机器学习
Python
C/C++",慧流科技,计算机软件,20-99人,"岗位职责:
1.负责人工智能领域相关研究与应用；
2.设计、训练和测试机器学习、深度学习算法模型；
3.负责AI模型的应用设计、开发和维护；
4.参与AI平台架构设计和路标规划及产品方案设计工作;
5.负责或参与完成AI项目、AI产品的研发、调优、落地等工作；
岗位要求：
1.计算机、应用数学、人工智能、统计学等相关专业，本科及以上学历;
2.能够熟练使用Python、C++等开发语言中的一种或多种语言; 了解主流机器学习算法;
3.具有深度学习、数据建模相关项目经验，了解pytorch、tensorflow等深度学习框架中的一种或多种；
4.具有一定的Linux命令操作基础，可在Linux环境下完成各种模型训练与推理测试实验；
5.熟悉Flask、Django等web框架中的一种或多种；
6.有AI系统/平台架构、核心模块开发设计经验参与过中大型人工智能相关项目研究与开发经验优先；
7.工作细致、责任心强，有较强的沟通与执行能力，有团队合作精神；
8.对AI有浓厚兴趣，致力于往AI方向发展；",更新于：2024-02-25
