岗位名称,区位,薪资,工作经验,学历,关键词1,关键词2,关键词3,企业名称,企业类别,企业规模,岗位要求,更新时间
人工智能算法设计工程师,北京·海淀区·上地,20-40K·14薪,1-3年,硕士,人工智能算法,,,开普云,互联网,500-999人,"岗位责任：
1.负责人工智能领域的算法设计与开发
2. 负责前瞻性的科学研究工作、领域调研以及成果编写
3.能够根据任务需求撰写分析报告及PPT，能够将任务目标、研发思路、分析结果进行合理呈现。
任职要求：
1. 硕士及以上学历
2. 计算机科学与技术、软件工程、自动化控制等相关专业
3. 具有一定的人工智能理论基础，掌握自然语言处理、机器学习/深度学习、神经网络、模式识别、智能搜索、图神经网络等算法的理论框；
4. 具备较好的数学基础，相关课程成绩优异者优先；
5. 能够熟练运用Python、C/C++、Java、Matlab等至少一种编程语言，有基于Tensorflow、MxNet、Caffe、Pythorch等至少一种机器学习框架或Mahout、MLLib、GraphX等至少一种机器学习算法库从事算法设计经验者优先；
6. 具有人工智能领域科研项目经验者优先；
7. 能够独立开展技术攻关、技术调研和研究方案制定。",更新于：2023-12-22
AI智能分析算法开发/研究,北京·海淀区·西北旺,15-25K·14薪,经验不限,本科,机器学习,大模型算法,自然语言处理算法,华为,计算机软件,10000人以上,"1、人工智能、信息安全等相关专业本科以上学历；
2、在以下至少一个领域有工作经验：网络安全、系统安全、数据安全、金融风控、文件检测等；
3、熟练掌握分类、回归、聚类、异常检测等常规机器学习（含深度学习）模型；
4、熟练掌握Python/Java/C/C++任意一种编程语言，有Hadoop、Spark、Flink等大数据平台使用经验；
5、计算机基础知识扎实，熟悉计算机原理、操作系统、TCP/IP网络协议、计算机组成等；
6、有良好的逻辑思维能力、沟通协作能力，自我驱动，具备突出的分析问题和解决问题的能力；
具备以下经验更佳：
1、熟悉恶意软件分析、检测技术。熟悉网络安全、系统安全等攻击防御技术；
2、有图算法、强化学习、AI模型安全、AIOPS、攻防渗透、安全产品研发等相关经验者优先；
3、在学术会议发表过AI安全相关论文（如：NIPS,ICML,ACL,CVPR等），优先录用。
【工作内容】
1、基于海量网络数据和计算平台，分析网络攻击行为，构建威胁检测算法模型，包括Web安全、网络安全领域;
2、负责安全产品（AI防火墙、安全态势感知、安全云服务等）威胁检测和分析的核心开发、交付与运维工作，支撑各类安全产品安全竞争力构建。
3、应用数据挖掘、人工智能领域相关算法，构建业界领先的恶意软件检测、分析、挖掘技术",更新于：2023-12-18
AI算法工程师(CV方向),北京,70-100K,经验不限,本科,深度学习,图像算法,C/C++,某大型企业服务公司,企业服务,100-499人,"985 211 大厂优先
岗位职责
1. 负责人脸识别和肢体检测相关算法的持续优化迭代；
2. 了解跟进AI/CV技术进展，推动CV算法在实际应用场景中落地。
任职要求
1. 统招本科及以上学历，计算机、数学、自动化等相关专业；
2. 具有扎实的图像处理和机器学习优化算法基础，有目标检测、关键点检测等方向项目落地经验，有模型部署相关经验；
3. 具有良好的计算机基础和编程能力，熟练使用Python语言，熟悉PyTorch/TensorFlow等深度学习框架，熟悉C/C++，有Linux平台下的开发经验；
4. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队协作能力。",更新于：2023-12-22
音频算法（AI作曲/编曲）（MJ000975）,北京·海淀区·知春路,30-60K·15薪,经验不限,本科,研究导向,乐理,ai作曲,趣丸,移动互联网,1000-9999人,"Base广州优先
岗位职责：
1.参与自动音乐作曲/编曲相关的技术的研究与开发：
2.自动编曲：伴奏生配器编排/风格设计等符号域生成以及【音频域音乐生成】；
3.自动作曲：歌词生成/旋律生成等；
4.作曲技巧：音乐结构建模/音乐情感建模/音乐曲谱风格转换等。
任职要求：
1.本科及以上学历，计算机、应用数学、电子工程、自动化等相关专业优先；
2.相关专业技能：扎实的程序设计能力，有NLP、CV、TTS、ASR等某一领域的技术背景，灵活运用机器学习技术和方法；【有audioLM、musicLM、audioCraft等相关实践经验】；
3.工作经验：有AI音乐项目经验，在音乐符号生成、音乐符号识别、音乐音频域生成、歌声合成等领域有实际应用经验；
4.有良好的沟通、协作和领导能力，有一定的音乐编曲作曲能力，热爱音乐者优先。",更新于：2023-12-22
人工智能算法工程师,北京,40-60K·15薪,经验不限,学历不限,新能源,,,某大型新能源公司,新能源,500-999人,"1.负责大数据建模需求和实现，为公司内部和外部提供大数据建模支持，负责大数据建模相关技术的探索和研发；
2.参与电池储能系统的电量分析、健康度分析、能效分析和安全分析，结合系统机理和测试、运行数据，设计开发大数据建模方法，建立并维护机理驱动与数据驱动相结合的大数据模型，提升相关分析的效果和效率；
3.结合公司运营、生产、技术研发需求，设计开发对应建模工具并提供技术支持；
4.调研国内外行业相关前沿技术，并研究其在新能源领域的应用；
5.完成领导交办的其他事项。
任职资格：
1.硕士研究生及以上学历，计算机、软件、数学等相关专业，博士研究生优先考虑；
2.编程基础扎实，熟悉算法数据结构，有较好的 Python 开发 经验；
3在人工智能、大模型研究等方向有一定积累。熟悉经典网络并有实践经验，包括但不限于：LTSM、GRU、MAE、Transformer、PINN等；
4.熟悉大数据建模工具框架的理论和应用。",更新于：2023-12-22
ai病理阅片算法工程师,北京·大兴区·天宫院,20-40K,1-3年,硕士,语音/图像识别,生物医疗,Python,华伊,医疗器械,,"ai病理阅片算法工程师
1.负责AI研发部门的管理工作，包括部门人才培养、技术研发、算法质量评估体系的建设、产品项目开发方面的战略制定与计划执行等工作。
2.探索前沿模型，针对不同业务场景，制定合适的算法和策略，不断优化效果和性能。
3.独立完成宫颈液基细胞学AI辅助诊断项目的算法研究及工程实现工作
4.带领算法团队，进行胸腹水、甲状腺、支气管、免疫组化等病理人工智能辅助诊断项目的开发。
Python
视觉图像算法
深度学习算法",更新于：2023-12-22
AI算法工程师/算法专家,北京·海淀区·万柳,40-70K·14薪,经验不限,本科,大模型算法,深度学习,机器学习,天津元渡文化传媒,人力资源服务,,"职位描述：
1. 参与大模型fintune、alignment相关的AI基础设施的搭建，调试，以及大模型训练的相关工作
2. 承担大模型精调方向的算法效果、分布式性能优化工作；
3. 研究和评估最新的人工智能和机器学习技术，并应用于实际项目中
职位要求
1. 熟悉常用的深度学习框架，如TensorFlow、PyTorch等，熟悉Megatron、DeepSpeed等大模型训练框架者优先
2. 熟悉SFT、RLHF相关技术并有实际项目经验者优先。",更新于：2023-12-22
AI算法工程师,北京·昌平区·沙河,16-30K·14薪,1-3年,本科,OpenCV,Python,图像算法,图湃医疗,医疗器械,100-499人,"职位描述：
1. 在眼科AI场景下，实践深度学习或机器学习算法，并针对特定任务进行优化。
2. 了解所需相关行业的前沿发展趋势，组织撰写相关技术文档及展示材料并输出相关专利。
3. （独立选项）该岗位可选择成为项目经理，专门负责产品需求、产品定义等工作。
职位要求：
1. 两年深度学习CNN算法实践经验 ，精通pytorch或tensorflow中的一种 并熟练使用opencv算法库。
2. 有SCI期刊或会议学术成果发表者优先。
3. 具备良好的英文读、写能力。
4. （独立选项）具备医学尤其是眼科医学背景，对人工智能产品熟悉了解的，可选择成为AI项目经理。",更新于：2023-12-22
ai算法工程师,北京·海淀区·学院路,1000-1500元/周,1年以内,硕士,语音/图像识别,翻译,Python,厦门智趣点读科技,互联网,,"工作时间：不限
工作时段：不限
结算方式：周结
招聘截止时间：2023-09-27
职位描述：
对大语言模型进行微调
负责大语言模型的部署、调优，确保模型在各种软硬件架构上的功能、性能、稳定性；
学生实习岗。
任职资格：
硕士及以上学历，计算机相关专业背景；
熟悉Linux
了解pytorch框架
有过模型微调经验优先",更新于：2023-12-20
ai算法工程师,北京·海淀区·永泰,25-50K,经验不限,本科,CNN/RNN/LSTM,有国际期刊/会议论文发表,生物医疗,北京德睿特科技,铁路/船舶/航空/航天制造,0-20人,"工作职责
-支持AI智能算法研究，包括但不限于机器学习、深度学习、强化学习等技术；
-实现和探索前沿的机器学习算法，丰富框架的应用案例；
-准备数据集，选取特征，搭建模型训练和实验评估环境，持续优化算法表现；
任职条件
-对机器学习有独到的理解，熟悉常见的深度学习模型、优化方法
-在CV/NLP/Speech等任一深度学习领域有较为深入的研究
-熟悉一个或多个深度学习框架，包括但不限于PyTorch，TensorFlow,hugging face, deepspeed等
-对主流深度学习框架有项目应用经验，熟悉常见深度学习模型结构和优化方法，能够进行常见深度模型训练；
-学习能力强、自我驱动力强，紧跟机器学习的发展动态
具有以下条件者优先考虑：
-在机器学习相关竞赛中取得优异成绩者优先
-在国际顶级会议或期刊发表论文、或有开源项目经历者优先
-有较强的实现能力，能从容应对算法实现过程中的调试、性能优化等问题者优先
-复合背景，熟悉深度学习多个领域者优先",更新于：2023-12-22
ai算法工程师,北京·海淀区·苏州桥,10-15K,1-3年,本科,无明显侧重,搜索/推荐,Python,超丽智能,互联网,0-20人,"任职要求：
- 熟练掌握机器学习 / 深度学习workflow；1年以上相关相关工作经验
- 熟练掌握TensorRT / ONNX模型
- 熟练掌握Tensorflow / Pytorch其中一种，熟悉分布式训练架构与调优
- 熟悉Nvidia GPU各系列架构；熟悉cuDF / cuML / cuBlas /cuda等机器学习相关计算库
- 有较强编程能力，熟悉下列之一或更多：Python / Go / C++
- 有较强工程能力，熟悉下列几种之一或更多：k8s / docker / jupyter notebook / kubeflow
优先考虑：
- 有深度学习推理引擎优化工作经验者优先
- 热爱互联网，热衷追求技术极致与创新
- 愿意分享、沟通协作能力强",更新于：2023-12-22
